COMMENT Column list: Type   Attribute   Date Created   Last Modified   Last Accessed   File size   FileName

COMMENT	
COMMENT	Computer: DESKTOP-VI4396B
COMMENT	User: Student
COMMENT	Prepared: 11:25 5/30/2020
COMMENT	Folder: C:\Users\Student\Documents\Personal\
COMMENT	Include Sub-Folders? Yes
COMMENT	
FOLDER	C:\Users\Student\Documents\Personal\	-------	4	0	0	0
FILE	---A----	4/22/2020 17:31	5/25/2020 23:01	5/25/2020 23:01	3,972	Microsoft.IdentityModel.Tokens-script.txt
FILE	---A----	4/22/2020 20:16	5/19/2020 23:01	5/22/2020 08:38	3,922	NuGet.ProjectModel-script.txt
FILE	---A----	4/22/2020 20:46	4/24/2020 16:31	4/24/2020 16:31	3,460	AzureRM.Sql-script.txt
FILE	---A----	4/22/2020 21:46	4/22/2020 21:46	4/22/2020 21:46	3,527	Splat-script.txt
FILE	---A----	4/22/2020 22:16	4/28/2020 10:46	4/28/2020 10:46	3,934	Microsoft.TeamFoundation.TestManagement.Client-script.txt
FILE	---A----	4/22/2020 22:31	5/18/2020 02:01	5/22/2020 08:38	3,664	DeltaCompressionDotNet.PatchApi-script.txt
FILE	---A----	4/22/2020 22:46	5/26/2020 05:01	5/26/2020 05:01	3,639	Microsoft.IdentityModel.Logging-script.txt
FILE	---A----	4/23/2020 02:16	4/27/2020 03:16	4/27/2020 03:16	3,645	ActiproSoftware.Charts.Wpf-script.txt
FILE	---A----	4/23/2020 06:01	4/23/2020 06:01	4/23/2020 06:01	3,457	System.Net.Ping-script.sql
FILE	---A----	4/23/2020 09:46	5/29/2020 17:01	5/29/2020 17:01	3,886	Microsoft.TeamFoundation.VersionControl.Client-script.txt
FILE	---A----	4/23/2020 13:16	5/5/2020 14:01	5/5/2020 14:01	3,632	System.ObjectModel-script.sql
FILE	---A----	4/23/2020 17:46	5/5/2020 05:01	5/5/2020 05:01	3,776	Azure.AnalysisServices-script.ps
FILE	---A----	4/23/2020 18:02	4/28/2020 12:02	4/28/2020 12:02	3,934	Microsoft.TeamFoundation.WorkItemTracking.Common-script.txt
FILE	---A----	4/23/2020 21:02	4/23/2020 21:02	4/23/2020 21:02	3,574	Mono.Cecil-script.txt
FILE	---A----	4/24/2020 04:01	4/25/2020 23:02	4/25/2020 23:02	3,432	System.Linq.Queryable-script.sql
FILE	---A----	4/24/2020 15:16	5/9/2020 08:01	5/9/2020 08:01	3,707	System.Diagnostics.Process-script.sql
FILE	---A----	4/24/2020 16:16	5/19/2020 14:01	5/22/2020 08:38	4,299	Microsoft.TeamFoundation.Common-script.txt
FILE	---A----	4/24/2020 18:16	4/28/2020 12:46	4/28/2020 12:46	3,934	Microsoft.TeamFoundation.SourceControl.WebApi-script.txt
FILE	---A----	4/24/2020 22:03	4/25/2020 21:46	4/25/2020 21:46	4,351	Microsoft.WITDataStore64-script.txt
FILE	---A----	4/25/2020 07:16	4/28/2020 04:32	4/28/2020 04:32	3,854	ActiproSoftware.Grids.Wpf-script.txt
FILE	---A----	4/25/2020 23:16	4/25/2020 23:16	4/25/2020 23:16	4,103	elevation_service-script.ps
FILE	---A----	4/26/2020 02:46	4/26/2020 02:46	4/26/2020 02:46	3,590	UiPath.Agent.exe-script.sql
FILE	---A----	4/26/2020 08:01	4/26/2020 17:46	4/26/2020 17:46	3,775	Microsoft.TeamFoundation.TestManagement.WebApi-script.txt
FILE	---A----	4/26/2020 14:16	5/1/2020 23:01	5/1/2020 23:01	3,641	System.ValueTuple-script.sql
FILE	---A----	4/26/2020 16:16	5/4/2020 14:01	5/4/2020 14:01	3,605	Microsoft.TeamFoundation.SharePointReporting.Integration-script.txt
FILE	---A----	4/27/2020 00:46	4/27/2020 00:46	4/27/2020 00:46	3,805	System.Diagnostics.Debug-script.sql
FILE	---A----	4/27/2020 09:16	4/27/2020 09:16	4/27/2020 09:16	3,868	Microsoft.TeamFoundation.TestManagement.Common-script.txt
FILE	---A----	4/27/2020 11:46	4/28/2020 07:46	4/28/2020 07:46	3,931	Microsoft.TeamFoundation.Policy.WebApi-script.txt
FILE	---A----	4/27/2020 14:16	4/27/2020 14:16	4/27/2020 14:16	3,666	SharpCompress-script.txt
FILE	---A----	4/27/2020 14:46	4/27/2020 14:46	4/27/2020 14:46	3,891	System.Globalization-script.sql
FILE	---A----	4/28/2020 00:46	4/28/2020 00:46	4/28/2020 00:46	4,179	Microsoft.TeamFoundation.Work.WebApi-script.txt
FILE	---A----	4/28/2020 04:46	4/28/2020 04:46	4/28/2020 04:46	3,351	NuGet.Squirrel-script.txt
FILE	---A----	4/28/2020 07:16	5/7/2020 23:01	5/7/2020 23:01	3,892	System.IO.FileSystem.Primitives-script.sql
FILE	---A----	4/28/2020 14:46	5/14/2020 11:14	5/14/2020 11:14	3,743	nacl_irt_x86_64-script.ps
FILE	---A----	5/4/2020 11:03	5/28/2020 11:01	5/28/2020 11:01	4,009	Microsoft.IdentityModel.Clients.ActiveDirectory-script.txt
FILE	---A----	5/10/2020 23:01	5/12/2020 17:01	5/12/2020 17:01	3,421	System.Reflection-script.sql
FILE	---A----	5/12/2020 05:01	5/18/2020 17:01	5/22/2020 08:38	3,934	ActiproSoftware.Text.LanguageGeneration.Wpf-script.txt
TOTAL	C:\Users\Student\Documents\Personal\Scripts\	-------	0	401	1,542,104	1,542,104
FOLDER	C:\Users\Student\Documents\Personal\Statements\	-------	0	149	1,991,270	1,991,270
FILE	---A----	4/14/2020 22:24	4/14/2020 22:24	5/13/2020 01:37	13,470	KeyBank-Statement-4-2016.docx
FILE	---A----	4/14/2020 22:29	4/14/2020 22:29	4/14/2020 22:29	13,349	BestBuy-Statement-2-2015.docx
FILE	---A----	4/14/2020 22:30	4/14/2020 22:30	4/14/2020 22:30	13,506	BestBuy-Statement-1-2015.docx
FILE	---A----	4/14/2020 23:21	4/14/2020 23:21	4/14/2020 23:21	13,541	Lowes-Statement-7-2017.docx
FILE	---A----	4/14/2020 23:31	4/14/2020 23:31	4/14/2020 23:31	13,607	Lowes-Statement-4-2016.docx
FILE	---A----	4/14/2020 23:41	4/14/2020 23:41	4/14/2020 23:41	13,454	Lowes-Statement-9-2018.docx
FILE	---A----	4/14/2020 23:51	4/14/2020 23:51	4/14/2020 23:51	13,377	Lowes-Statement-1-2015.docx
FILE	---A----	4/15/2020 00:01	4/15/2020 00:01	4/15/2020 00:01	13,525	MandT-Statement-3-2015.docx
FILE	---A----	4/15/2020 00:11	4/15/2020 00:10	4/15/2020 00:11	13,437	AmericanExpress-Statement-5-2017.docx
FILE	---A----	4/15/2020 00:21	4/15/2020 00:20	4/15/2020 00:21	13,620	MandT-Statement-8-2018.docx
FILE	---A----	4/15/2020 00:31	4/15/2020 00:31	4/15/2020 00:31	13,430	BestBuy-Statement-5-2017.docx
FILE	---A----	4/15/2020 00:40	4/15/2020 00:40	4/15/2020 00:40	13,404	AmericanExpress-Statement-10-2019.docx
FILE	---A----	4/15/2020 00:51	4/15/2020 00:51	4/15/2020 00:51	13,591	KeyBank-Statement-9-2018.docx
FILE	---A----	4/15/2020 01:01	4/15/2020 01:01	4/15/2020 01:01	13,323	AmericanExpress-Statement-6-2017.docx
FILE	---A----	4/15/2020 01:20	4/15/2020 01:20	4/15/2020 01:20	13,564	KeyBank-Statement-7-2018.docx
FILE	---A----	4/15/2020 01:31	4/15/2020 01:31	4/15/2020 01:31	13,342	BestBuy-Statement-8-2018.docx
FILE	---A----	4/15/2020 02:10	4/15/2020 02:10	4/15/2020 02:10	13,419	AmericanExpress-Statement-11-2019.docx
FILE	---A----	4/15/2020 02:50	4/15/2020 02:50	4/15/2020 02:50	13,422	BestBuy-Statement-6-2017.docx
FILE	---A----	4/15/2020 03:31	4/15/2020 03:31	4/15/2020 03:31	13,340	KeyBank-Statement-6-2017.docx
FILE	---A----	4/15/2020 03:50	4/15/2020 03:50	4/15/2020 03:50	13,472	Lowes-Statement-2-2015.docx
FILE	---A----	4/15/2020 04:01	4/15/2020 04:01	4/15/2020 04:01	13,351	KeyBank-Statement-2-2015.docx
FILE	---A----	4/15/2020 04:11	4/15/2020 04:11	4/15/2020 04:11	13,487	AmericanExpress-Statement-7-2018.docx
FILE	---A----	4/15/2020 04:20	4/15/2020 04:20	4/15/2020 04:20	13,598	MandT-Statement-4-2016.docx
FILE	---A----	4/15/2020 04:50	4/15/2020 04:50	4/15/2020 04:50	13,326	Lowes-Statement-5-2017.docx
FILE	---A----	4/15/2020 05:01	4/15/2020 05:01	4/15/2020 05:01	13,368	AmericanExpress-Statement-9-2018.docx
FILE	---A----	4/15/2020 05:10	4/15/2020 05:10	4/15/2020 05:10	13,346	KeyBank-Statement-11-2019.docx
FILE	---A----	4/15/2020 05:20	4/15/2020 05:20	4/15/2020 05:20	13,685	AmericanExpress-Statement-8-2018.docx
FILE	---A----	4/15/2020 05:31	4/15/2020 05:31	4/15/2020 05:31	13,418	MandT-Statement-1-2015.docx
FILE	---A----	4/15/2020 05:41	4/15/2020 05:41	4/15/2020 05:41	13,324	MandT-Statement-11-2019.docx
FILE	---A----	4/15/2020 05:51	4/15/2020 05:51	4/15/2020 05:51	13,380	BestBuy-Statement-10-2019.docx
FILE	---A----	4/15/2020 06:01	4/15/2020 06:01	4/15/2020 06:01	13,660	Lowes-Statement-6-2017.docx
FILE	---A----	4/15/2020 06:11	4/15/2020 06:11	4/15/2020 06:11	13,539	MandT-Statement-6-2017.docx
FILE	---A----	4/15/2020 06:21	4/15/2020 06:21	4/15/2020 06:21	13,499	Lowes-Statement-3-2016.docx
FILE	---A----	4/15/2020 06:41	4/15/2020 06:41	4/15/2020 06:41	13,529	Lowes-Statement-7-2018.docx
FILE	---A----	4/15/2020 07:11	4/15/2020 07:11	4/15/2020 07:11	13,154	MandT-Statement-3-2016.docx
FILE	---A----	4/15/2020 07:51	4/15/2020 07:51	4/15/2020 07:51	13,261	Lowes-Statement-8-2018.docx
FILE	---A----	4/15/2020 08:01	4/15/2020 08:01	4/15/2020 08:01	13,300	BestBuy-Statement-11-2019.docx
FILE	---A----	4/15/2020 08:11	4/15/2020 08:11	4/15/2020 08:11	13,297	KeyBank-Statement-1-2015.docx
FILE	---A----	4/15/2020 08:21	4/15/2020 08:21	4/15/2020 08:21	13,589	AmericanExpress-Statement-1-2015.docx
FILE	---A----	4/15/2020 08:31	4/15/2020 08:31	4/15/2020 08:31	13,676	Lowes-Statement-10-2019.docx
FILE	---A----	4/15/2020 08:41	4/15/2020 08:41	4/15/2020 08:41	13,359	AmericanExpress-Statement-5-2016.docx
FILE	---A----	4/15/2020 08:51	4/15/2020 08:51	4/15/2020 08:51	13,354	MandT-Statement-9-2018.docx
FILE	---A----	4/15/2020 10:31	4/15/2020 10:31	4/15/2020 10:31	13,511	BestBuy-Statement-5-2016.docx
FILE	---A----	4/15/2020 10:41	4/15/2020 10:41	4/15/2020 10:41	13,329	MandT-Statement-5-2017.docx
FILE	---A----	4/15/2020 11:51	4/15/2020 11:51	4/15/2020 11:51	13,370	KeyBank-Statement-5-2017.docx
FILE	---A----	4/15/2020 12:51	4/15/2020 12:51	4/15/2020 12:51	13,371	KeyBank-Statement-10-2019.docx
FILE	---A----	4/15/2020 13:21	4/15/2020 13:21	4/15/2020 13:21	13,462	AmericanExpress-Statement-4-2016.docx
FILE	---A----	4/15/2020 13:41	4/15/2020 13:41	4/15/2020 13:41	13,609	MandT-Statement-2-2015.docx
FILE	---A----	4/15/2020 14:31	4/15/2020 14:31	4/15/2020 14:31	13,374	AmericanExpress-Statement-2-2015.docx
FILE	---A----	4/15/2020 14:51	4/15/2020 14:51	4/15/2020 14:51	13,242	BestBuy-Statement-4-2016.docx
FILE	---A----	4/15/2020 15:41	4/15/2020 15:41	4/15/2020 15:41	13,278	MandT-Statement-5-2016.docx
FILE	---A----	4/15/2020 15:51	4/15/2020 15:51	4/15/2020 15:51	13,398	KeyBank-Statement-3-2016.docx
FILE	---A----	4/15/2020 16:11	4/15/2020 16:11	4/15/2020 16:11	13,629	BestBuy-Statement-7-2017.docx
FILE	---A----	4/15/2020 16:31	4/15/2020 16:31	4/15/2020 16:31	13,593	BestBuy-Statement-9-2019.docx
FILE	---A----	4/15/2020 16:51	4/15/2020 16:51	4/15/2020 16:51	13,428	AmericanExpress-Statement-7-2017.docx
FILE	---A----	4/15/2020 19:11	4/15/2020 19:11	4/15/2020 19:11	13,408	MandT-Statement-7-2017.docx
FILE	---A----	4/15/2020 20:31	4/15/2020 20:31	4/15/2020 20:31	13,599	BestBuy-Statement-7-2018.docx
FILE	---A----	4/15/2020 20:41	4/15/2020 20:41	4/22/2020 19:14	13,638	KeyBank-Statement-8-2018.docx
FILE	---A----	4/15/2020 21:51	4/15/2020 21:51	4/15/2020 21:51	13,601	MandT-Statement-10-2019.docx
FILE	---A----	4/15/2020 23:51	4/15/2020 23:51	4/15/2020 23:51	13,395	BestBuy-Statement-3-2015.docx
FILE	---A----	4/16/2020 03:12	4/16/2020 03:12	4/16/2020 03:12	13,417	AmericanExpress-Statement-3-2016.docx
FILE	---A----	4/16/2020 04:02	4/16/2020 04:02	4/16/2020 04:02	13,233	Lowes-Statement-5-2016.docx
FILE	---A----	4/16/2020 05:12	4/16/2020 05:12	4/16/2020 05:12	13,528	Lowes-Statement-11-2019.docx
FILE	---A----	4/16/2020 05:52	4/16/2020 05:52	4/16/2020 05:52	13,631	BestBuy-Statement-9-2018.docx
FILE	---A----	4/16/2020 07:32	4/16/2020 07:32	4/16/2020 09:17	13,390	BestBuy-Statement-3-2016.docx
FILE	---A----	4/16/2020 08:22	4/16/2020 08:22	4/16/2020 08:22	13,339	MandT-Statement-9-2019.docx
FILE	---A----	4/16/2020 09:12	4/16/2020 09:12	4/16/2020 09:12	13,419	Lowes-Statement-3-2015.docx
FILE	---A----	4/16/2020 13:01	4/16/2020 13:01	4/16/2020 13:01	13,391	KeyBank-Statement-5-2016.docx
FILE	---A----	4/16/2020 16:21	4/16/2020 16:21	4/16/2020 16:21	13,592	MandT-Statement-7-2018.docx
FILE	---A----	4/16/2020 18:02	4/16/2020 18:01	4/16/2020 18:02	13,325	AmericanExpress-Statement-9-2019.docx
FILE	---A----	4/16/2020 20:21	4/16/2020 20:21	4/16/2020 20:21	13,277	AmericanExpress-Statement-3-2015.docx
FILE	---A----	4/17/2020 14:31	4/17/2020 14:31	4/17/2020 14:31	13,363	KeyBank-Statement-9-2019.docx
FILE	---A----	4/17/2020 22:41	4/17/2020 22:41	4/17/2020 22:41	13,652	KeyBank-Statement-7-2017.docx
FILE	---A----	4/18/2020 03:41	4/18/2020 03:41	4/18/2020 03:41	13,339	KeyBank-Statement-3-2015.docx
FILE	---A----	4/18/2020 14:51	4/18/2020 14:51	4/18/2020 14:51	13,562	Lowes-Statement-9-2019.docx
FILE	---A----	4/22/2020 19:32	5/29/2020 20:01	5/29/2020 20:01	13,385	Lowes-Statement-6-6-2017.docx
FILE	---A----	4/22/2020 19:46	5/22/2020 02:01	5/22/2020 08:38	13,309	MandT-Statement-1-1-2015.docx
FILE	---A----	4/22/2020 20:01	5/9/2020 02:01	5/9/2020 02:01	13,381	Lowes-Statement-7-7-2017.docx
FILE	---A----	4/22/2020 20:16	5/30/2020 08:01	5/30/2020 08:01	13,392	KeyBank-Statement-5-5-2017.docx
FILE	---A----	4/22/2020 20:32	5/13/2020 11:19	5/13/2020 11:19	13,383	AmericanExpress-Statement-7-7-2017.docx
FILE	---A----	4/22/2020 20:46	5/29/2020 11:01	5/29/2020 11:01	13,346	KeyBank-Statement-9-9-2018.docx
FILE	---A----	4/22/2020 21:16	5/16/2020 11:03	5/16/2020 11:03	11,345	Lowes-Statement-11-11-2019.docx
FILE	---A----	4/22/2020 21:32	4/27/2020 17:02	4/27/2020 17:02	13,323	MandT-Statement-5-5-2016.docx
FILE	---A----	4/22/2020 21:46	5/28/2020 14:01	5/28/2020 14:01	13,319	Lowes-Statement-4-4-2016.docx
FILE	---A----	4/22/2020 22:02	5/24/2020 17:01	5/24/2020 17:01	13,435	BestBuy-Statement-1-1-2015.docx
FILE	---A----	4/22/2020 22:16	5/25/2020 08:01	5/25/2020 08:01	13,557	MandT-Statement-6-6-2017.docx
FILE	---A----	4/22/2020 22:31	5/28/2020 20:01	5/28/2020 20:01	13,490	KeyBank-Statement-4-4-2016.docx
FILE	---A----	4/22/2020 22:46	5/25/2020 23:01	5/25/2020 23:01	13,472	AmericanExpress-Statement-2-2-2015.docx
FILE	---A----	4/22/2020 23:01	5/25/2020 05:01	5/25/2020 05:01	13,451	KeyBank-Statement-1-1-2015.docx
FILE	---A----	4/22/2020 23:16	5/12/2020 11:01	5/12/2020 11:01	13,432	MandT-Statement-10-10-2019.docx
FILE	---A----	4/22/2020 23:32	5/27/2020 20:01	5/27/2020 20:01	13,456	KeyBank-Statement-6-6-2017.docx
FILE	---A----	4/23/2020 00:02	5/28/2020 11:01	5/28/2020 11:02	13,270	AmericanExpress-Statement-3-3-2016.docx
FILE	---A----	4/23/2020 00:16	5/15/2020 20:02	5/15/2020 20:03	11,342	BestBuy-Statement-10-10-2019.docx
FILE	---A----	4/23/2020 00:32	5/29/2020 05:01	5/29/2020 05:01	13,382	BestBuy-Statement-9-9-2018.docx
FILE	---A----	4/23/2020 01:02	5/19/2020 23:01	5/22/2020 08:38	13,413	Lowes-Statement-10-10-2019.docx
FILE	---A----	4/23/2020 01:32	5/16/2020 20:03	5/16/2020 20:03	11,347	AmericanExpress-Statement-10-10-2019.docx
FILE	---A----	4/23/2020 01:46	5/17/2020 11:03	5/17/2020 11:03	11,340	AmericanExpress-Statement-7-7-2018.docx
FILE	---A----	4/23/2020 02:16	5/29/2020 02:01	5/29/2020 02:01	13,464	MandT-Statement-2-2-2015.docx
FILE	---A----	4/23/2020 02:46	5/5/2020 11:01	5/5/2020 11:01	13,485	BestBuy-Statement-7-7-2017.docx
FILE	---A----	4/23/2020 03:02	5/26/2020 20:01	5/26/2020 20:01	13,459	AmericanExpress-Statement-4-4-2016.docx
FILE	---A----	4/23/2020 03:46	5/25/2020 17:01	5/25/2020 17:01	13,462	Lowes-Statement-8-8-2018.docx
FILE	---A----	4/23/2020 04:16	5/9/2020 08:01	5/9/2020 08:01	13,562	AmericanExpress-Statement-1-1-2015.docx
FILE	---A----	4/23/2020 05:02	5/15/2020 05:03	5/15/2020 05:03	11,342	Lowes-Statement-1-1-2015.docx
FILE	---A----	4/23/2020 05:16	5/28/2020 23:01	5/28/2020 23:01	13,725	KeyBank-Statement-2-2-2015.docx
FILE	---A----	4/23/2020 05:46	5/27/2020 11:01	5/27/2020 11:01	13,321	BestBuy-Statement-3-3-2016.docx
FILE	---A----	4/23/2020 06:02	5/28/2020 17:01	5/28/2020 17:01	13,450	KeyBank-Statement-3-3-2016.docx
FILE	---A----	4/23/2020 06:16	5/21/2020 14:01	5/22/2020 08:38	13,548	AmericanExpress-Statement-11-11-2019.docx
FILE	---A----	4/23/2020 06:46	5/27/2020 02:01	5/27/2020 02:01	13,423	KeyBank-Statement-7-7-2018.docx
FILE	---A----	4/23/2020 07:16	5/19/2020 08:02	5/22/2020 08:38	13,418	KeyBank-Statement-8-8-2018.docx
FILE	---A----	4/23/2020 08:16	4/28/2020 07:31	4/28/2020 07:31	13,178	Lowes-Statement-9-9-2018.docx
FILE	---A----	4/23/2020 08:46	5/24/2020 23:01	5/24/2020 23:01	13,394	BestBuy-Statement-4-4-2016.docx
FILE	---A----	4/23/2020 10:46	5/21/2020 08:01	5/22/2020 08:38	13,358	MandT-Statement-9-9-2018.docx
FILE	---A----	4/23/2020 11:01	5/24/2020 20:01	5/24/2020 20:01	13,295	KeyBank-Statement-11-11-2019.docx
FILE	---A----	4/23/2020 11:16	5/21/2020 23:01	5/22/2020 08:38	13,375	Lowes-Statement-5-5-2017.docx
FILE	---A----	4/23/2020 12:02	5/25/2020 11:01	5/25/2020 11:01	13,388	BestBuy-Statement-5-5-2017.docx
FILE	---A----	4/23/2020 12:16	5/18/2020 05:01	5/22/2020 08:38	13,321	MandT-Statement-11-11-2019.docx
FILE	---A----	4/23/2020 13:46	5/25/2020 02:01	5/25/2020 02:01	13,536	BestBuy-Statement-6-6-2017.docx
FILE	---A----	4/23/2020 15:31	5/25/2020 20:01	5/25/2020 20:01	13,180	AmericanExpress-Statement-5-5-2017.docx
FILE	---A----	4/23/2020 16:32	5/27/2020 05:02	5/27/2020 05:02	13,270	BestBuy-Statement-7-7-2018.docx
FILE	---A----	4/23/2020 17:16	5/3/2020 20:02	5/3/2020 20:02	13,397	Lowes-Statement-3-3-2016.docx
FILE	---A----	4/23/2020 17:46	5/24/2020 05:01	5/24/2020 05:01	13,451	MandT-Statement-4-4-2016.docx
FILE	---A----	4/23/2020 18:32	5/26/2020 11:01	5/26/2020 11:01	13,307	BestBuy-Statement-2-2-2015.docx
FILE	---A----	4/23/2020 20:46	5/24/2020 08:01	5/24/2020 08:01	13,477	AmericanExpress-Statement-6-6-2017.docx
FILE	---A----	4/23/2020 22:02	5/20/2020 05:02	5/22/2020 08:38	13,370	MandT-Statement-5-5-2017.docx
FILE	---A----	4/23/2020 22:16	5/27/2020 17:01	5/27/2020 17:01	13,497	KeyBank-Statement-10-10-2019.docx
FILE	---A----	4/23/2020 23:02	5/29/2020 23:01	5/29/2020 23:01	13,243	Lowes-Statement-2-2-2015.docx
FILE	---A----	4/24/2020 00:02	5/26/2020 17:01	5/26/2020 17:01	13,543	MandT-Statement-8-8-2018.docx
FILE	---A----	4/24/2020 01:31	5/27/2020 23:01	5/27/2020 23:01	13,459	MandT-Statement-9-9-2019.docx
FILE	---A----	4/24/2020 02:46	5/23/2020 08:01	5/23/2020 08:01	13,435	AmericanExpress-Statement-9-9-2018.docx
FILE	---A----	4/24/2020 03:02	5/17/2020 20:02	5/22/2020 08:38	13,514	AmericanExpress-Statement-3-3-2015.docx
FILE	---A----	4/24/2020 04:32	4/28/2020 06:32	4/28/2020 06:32	13,440	Lowes-Statement-9-9-2019.docx
FILE	---A----	4/24/2020 05:16	5/26/2020 14:01	5/26/2020 14:01	13,233	BestBuy-Statement-11-11-2019.docx
FILE	---A----	4/24/2020 05:31	5/22/2020 11:06	5/22/2020 11:06	13,600	KeyBank-Statement-5-5-2016.docx
FILE	---A----	4/24/2020 06:32	5/30/2020 11:01	5/30/2020 11:01	13,670	AmericanExpress-Statement-8-8-2018.docx
FILE	---A----	4/24/2020 16:31	5/29/2020 17:01	5/29/2020 17:01	13,430	Lowes-Statement-5-5-2016.docx
FILE	---A----	4/24/2020 17:02	5/30/2020 02:01	5/30/2020 02:01	13,364	BestBuy-Statement-9-9-2019.docx
FILE	---A----	4/25/2020 00:39	5/28/2020 08:01	5/28/2020 08:01	13,586	MandT-Statement-3-3-2016.docx
FILE	---A----	4/25/2020 09:16	5/6/2020 14:02	5/6/2020 14:02	13,456	AmericanExpress-Statement-5-5-2016.docx
FILE	---A----	4/25/2020 11:02	5/21/2020 20:01	5/22/2020 08:38	13,459	MandT-Statement-7-7-2018.docx
FILE	---A----	4/25/2020 11:46	5/28/2020 05:01	5/28/2020 05:01	13,570	BestBuy-Statement-8-8-2018.docx
FILE	---A----	4/25/2020 18:46	4/27/2020 05:17	4/27/2020 05:17	13,352	BestBuy-Statement-3-3-2015.docx
FILE	---A----	4/25/2020 22:02	5/6/2020 02:01	5/6/2020 02:01	13,300	Lowes-Statement-3-3-2015.docx
FILE	---A----	4/26/2020 13:16	5/7/2020 14:01	5/7/2020 14:01	13,374	MandT-Statement-7-7-2017.docx
FILE	---A----	4/26/2020 16:03	5/30/2020 05:01	5/30/2020 05:01	13,382	Lowes-Statement-7-7-2018.docx
FILE	---A----	4/26/2020 16:46	5/29/2020 08:01	5/29/2020 08:01	13,362	KeyBank-Statement-7-7-2017.docx
FILE	---A----	4/27/2020 06:46	4/27/2020 09:16	4/27/2020 09:16	13,567	KeyBank-Statement-9-9-2019.docx
FILE	---A----	4/27/2020 11:32	5/10/2020 20:01	5/10/2020 20:01	13,377	BestBuy-Statement-5-5-2016.docx
FILE	---A----	4/27/2020 17:16	5/29/2020 14:01	5/29/2020 14:01	13,589	KeyBank-Statement-3-3-2015.docx
FILE	---A----	4/27/2020 22:46	4/28/2020 02:32	4/28/2020 02:32	13,556	MandT-Statement-3-3-2015.docx
TOTAL	C:\Users\Student\Documents\Personal\Statements\	-------	0	149	1,991,270	1,991,270
TOTAL	C:\Users\Student\Documents\Personal\	-------	4	842	65,372,530	65,372,530
